study_hours,attendance,assignments_score,exam_score,sleep_hours,final_result
1.6,98,29,93,4.6,1
1.9,78,59,67,7.3,1
1.9,44,26,89,7.0,1
1.3,52,70,32,8.1,0
6.2,81,28,37,9.7,1
1.4,64,30,66,9.3,1
5.2,45,22,39,6.8,0
7.3,78,56,34,7.4,1
7.2,54,59,51,3.5,1
3.2,39,83,58,3.7,1
7.6,74,90,54,3.3,1
6.3,79,27,31,8.7,1
6.8,36,95,42,7.7,1
7.1,82,96,58,7.1,1
4.8,53,52,48,7.5,1
5.6,92,72,97,6.6,1
10.1,41,31,91,6.8,1
4.1,81,93,51,5.6,1
10.3,42,53,35,4.6,1
5.2,71,52,78,7.9,1
4.0,41,23,88,4.7,1
10.3,68,28,83,3.2,1
9.0,62,94,32,4.9,1
7.6,95,66,58,9.6,1
11.1,42,39,83,9.8,1
9.7,30,22,23,9.9,1
5.4,93,96,23,4.6,1
2.3,89,63,100,4.1,1
4.6,82,34,97,9.2,1
5.2,77,65,63,5.8,1
4.0,64,89,99,3.0,1
3.8,50,80,30,4.2,0
4.6,37,51,99,7.3,1
3.6,77,86,55,8.2,1
6.3,46,85,73,8.5,1
9.3,42,98,22,3.3,1
3.4,36,61,65,5.2,1
4.0,51,68,25,4.9,1
4.5,90,60,37,4.4,1
4.7,55,57,81,3.3,1
10.1,39,75,22,8.6,1
7.1,73,64,24,7.0,1
5.2,88,34,61,4.6,1
7.9,84,90,44,8.7,1
9.4,71,70,53,4.7,1
6.1,63,73,42,7.3,1
11.1,79,99,82,4.7,1
4.0,32,76,54,9.0,1
4.9,83,38,78,8.2,1
8.9,45,38,22,5.7,1
3.1,49,37,64,9.3,1
9.0,85,49,94,4.6,1
10.2,88,90,58,8.4,1
6.5,84,79,21,6.3,1
8.7,84,48,47,4.6,1
6.9,35,75,84,3.6,1
3.6,45,78,28,5.7,0
1.4,76,22,67,9.5,0
2.6,52,96,48,3.6,1
10.0,63,35,93,5.6,1
10.6,32,100,72,7.1,1
1.0,48,65,30,5.3,0
7.2,74,63,23,5.0,1
11.7,88,30,69,9.4,1
5.1,45,86,83,3.8,1
9.3,80,68,73,5.3,1
5.0,88,62,57,9.3,1
10.7,47,27,71,5.4,1
9.8,32,63,83,7.2,1
4.3,47,55,74,7.5,1
3.9,50,32,22,8.9,1
5.9,93,73,91,4.8,1
2.1,85,42,81,7.6,1
6.5,91,91,76,5.1,1
4.4,48,92,66,3.4,1
1.8,42,58,65,6.5,0
2.5,81,100,44,5.7,1
6.8,42,58,39,6.2,1
3.2,54,23,41,4.2,1
1.0,30,36,97,4.0,0
8.9,38,59,31,8.0,1
6.8,45,22,81,3.8,1
3.4,58,21,99,6.6,1
8.1,37,25,55,7.8,1
1.9,81,96,30,3.2,1
9.4,36,20,54,5.6,1
1.7,88,46,99,3.6,1
9.9,32,32,96,9.1,1
3.3,48,94,34,3.6,1
6.0,87,68,99,5.7,1
1.1,35,48,33,7.5,0
7.0,63,69,26,7.9,1
4.6,70,46,60,7.7,1
7.3,51,25,81,7.1,1
6.4,84,34,75,6.4,1
5.8,60,61,59,5.7,1
4.8,61,28,64,6.5,1
9.2,38,49,26,9.7,1
10.6,86,34,29,6.2,1
5.4,54,94,60,5.1,1
2.5,48,74,97,3.8,1
5.8,75,29,78,3.4,1
8.1,38,70,73,7.1,1
11.5,96,72,76,7.4,1
6.5,36,71,81,4.4,1
2.3,82,49,93,4.9,1
1.1,47,96,67,6.7,1
11.2,75,54,84,8.4,1
10.4,79,93,100,5.0,1
5.0,46,23,67,8.7,1
10.0,64,46,73,5.5,1
9.9,58,39,44,6.9,1
4.7,73,92,95,8.1,1
4.4,40,24,95,7.2,1
4.6,38,75,93,7.6,1
2.0,73,57,64,6.5,1
8.5,95,24,24,4.4,1
3.6,43,34,48,8.9,0
2.3,62,32,32,9.3,1
4.1,36,59,78,7.0,1
7.2,56,59,79,5.2,1
6.6,47,69,83,9.1,1
1.8,56,32,98,9.8,1
4.1,60,62,87,3.5,1
2.4,49,72,44,6.8,1
8.2,68,77,86,8.6,1
4.9,37,88,72,7.1,1
10.7,65,80,37,7.4,1
3.7,63,95,51,6.3,1
11.3,97,66,87,3.5,1
11.4,63,49,71,4.2,1
10.1,58,60,52,4.0,1
2.7,91,76,56,4.2,1
4.4,94,100,67,9.6,1
7.9,76,26,58,5.3,1
11.9,57,86,44,3.6,1
6.3,94,81,75,8.0,1
4.4,69,84,57,6.1,1
11.6,76,21,64,6.8,1
8.2,66,22,85,9.7,1
8.4,34,61,65,4.7,1
11.8,49,79,29,3.7,1
11.4,62,67,46,9.5,1
7.1,79,48,98,4.9,1
1.9,48,30,64,5.0,0
7.8,60,76,66,9.5,1
11.3,71,25,78,9.6,1
6.6,89,82,38,4.8,1
4.1,46,88,37,7.2,1
5.9,69,81,85,7.8,1
9.7,81,85,73,9.5,1
7.2,94,72,56,3.5,1
9.3,65,58,87,3.6,1
2.1,41,90,89,9.5,1
3.6,96,54,85,7.5,1
3.7,72,71,77,4.6,1
9.3,71,71,24,9.6,1
3.5,80,40,26,5.7,1
9.8,50,99,23,9.3,1
11.4,49,27,72,5.1,1
1.0,48,90,97,7.0,1
7.6,48,37,64,7.1,1
2.2,89,76,74,8.7,1
6.2,73,29,23,9.0,1
7.6,74,90,62,3.4,1
5.5,43,61,98,6.2,1
1.0,31,26,74,7.6,1
10.8,69,23,37,9.4,1
8.3,58,72,27,5.0,1
10.6,94,33,54,7.7,1
8.5,65,75,69,9.5,1
3.9,51,68,88,9.0,1
6.1,100,100,80,7.7,1
10.3,75,97,27,5.6,1
8.3,36,76,86,4.3,1
6.7,54,69,68,4.7,1
8.7,76,57,40,6.5,1
7.6,89,100,34,3.4,1
7.7,48,72,26,8.1,1
5.8,51,77,90,8.9,1
11.7,44,83,60,9.2,1
11.7,72,90,94,7.1,1
6.1,65,66,43,3.3,1
3.5,77,84,36,4.5,1
8.1,41,51,74,3.8,1
11.4,41,62,65,5.0,1
3.5,50,89,49,7.3,1
4.3,53,60,80,5.9,1
1.2,90,25,57,5.6,0
3.9,60,55,49,4.2,1
9.7,40,90,89,9.5,1
8.7,63,77,85,6.3,1
5.0,59,92,88,6.4,1
5.3,42,98,74,6.8,1
10.2,36,84,35,5.6,1
6.9,35,41,43,7.7,1
3.5,94,51,87,7.1,1
4.6,77,41,59,3.4,1
1.6,30,31,21,8.0,0
5.6,76,78,98,9.0,1
11.0,43,71,41,7.5,1
2.5,79,93,58,9.9,1
6.3,34,93,94,7.8,1
9.3,51,56,34,7.5,1
6.9,72,78,24,4.6,1
4.3,93,33,65,3.1,1
9.2,63,95,74,8.9,1
3.2,58,51,98,5.0,1
2.9,39,30,73,7.2,0
4.2,30,20,93,7.7,1
7.4,93,22,76,9.5,1
10.9,46,72,38,9.5,1
7.9,54,30,53,9.6,1
3.7,55,65,78,9.7,1
10.5,52,45,57,3.8,1
11.0,87,52,39,7.8,1
11.8,57,50,50,6.8,1
2.7,49,72,38,9.1,1
2.9,90,93,84,5.5,1
11.9,50,55,61,7.4,1
7.8,45,94,58,3.6,1
2.4,47,35,74,4.7,1
1.6,76,41,51,3.6,1
10.3,64,30,51,5.9,1
8.7,75,23,64,3.6,1
1.2,46,72,79,4.6,1
10.2,65,81,49,3.4,1
5.2,80,89,75,7.3,1
10.0,74,55,72,6.9,1
4.1,80,55,66,6.4,1
10.4,38,85,34,9.9,1
4.5,54,30,60,4.8,1
9.8,82,78,86,9.4,1
7.3,79,42,85,8.1,1
9.3,95,79,92,9.1,1
6.7,32,96,76,3.6,1
6.7,33,64,49,8.1,1
3.6,77,86,82,6.1,1
3.7,31,94,71,8.5,1
9.1,42,87,52,8.9,1
2.8,93,64,43,4.7,1
11.4,69,21,98,8.0,1
5.7,90,42,86,3.1,1
6.4,46,62,74,5.6,1
9.0,66,22,83,8.3,1
1.5,64,95,44,6.3,1
1.5,34,38,60,3.6,0
7.4,87,62,52,4.0,1
3.2,46,34,44,6.7,0
7.4,52,54,49,8.1,1
11.7,85,44,62,9.1,1
2.9,98,38,73,7.1,1
3.3,84,71,51,6.2,1
7.2,54,75,28,9.3,1
11.7,82,34,76,3.7,1
5.3,78,57,28,3.0,1
7.3,52,60,69,8.7,1
4.5,54,58,44,8.4,1
9.6,58,61,73,9.5,1
10.4,55,91,61,8.4,1
1.3,64,73,96,4.8,1
11.3,98,56,38,6.9,1
2.5,92,49,59,6.1,1
11.4,64,56,94,9.8,1
5.5,69,31,46,3.6,1
4.3,81,25,37,9.0,1
6.3,80,38,69,8.5,1
11.3,35,32,94,7.5,1
6.0,91,81,84,9.6,1
1.4,32,23,70,7.5,0
10.6,65,38,88,6.7,1
7.2,54,74,85,6.2,1
5.4,87,67,37,6.4,1
5.4,71,25,28,3.4,1
1.0,55,81,85,7.4,1
1.5,69,84,62,5.0,1
8.7,35,56,56,7.4,1
8.2,70,21,73,7.0,1
3.1,60,41,69,9.0,1
10.2,67,55,20,8.0,1
10.3,46,38,21,7.7,1
6.9,52,22,33,3.5,1
11.8,66,44,72,8.2,1
10.4,78,84,35,9.2,1
3.1,84,41,38,6.3,1
6.5,42,48,66,6.1,1
6.5,69,63,45,5.9,1
5.5,76,24,51,7.9,1
2.3,63,32,38,9.8,1
8.1,73,69,93,4.6,1
2.0,35,35,60,9.3,1
5.3,48,72,47,8.2,1
3.0,35,87,96,3.4,1
8.7,88,26,33,8.0,1
4.3,34,30,76,8.1,1
7.4,84,39,97,3.8,1
10.4,62,87,56,7.5,1
5.6,32,96,76,5.2,1
7.5,51,70,55,6.3,1
3.5,30,78,78,7.7,1
3.7,42,67,45,4.2,1
3.5,56,68,36,9.0,1
4.3,78,68,55,3.4,1
11.3,76,95,89,9.3,1
10.8,90,90,64,4.2,1
11.3,89,36,56,7.5,1
6.0,54,85,21,9.1,1
9.1,82,38,95,4.3,1
3.1,97,32,92,9.7,1
4.4,62,78,47,3.7,1
4.7,61,76,89,7.1,1
10.5,31,96,95,8.2,1
4.9,67,35,57,5.1,1
8.7,90,20,83,8.6,1
8.0,90,95,67,8.5,1
7.7,84,87,90,6.9,1
8.3,70,22,68,3.5,1
5.3,95,31,41,6.9,1
5.5,55,57,77,6.5,1
1.8,70,71,79,3.7,1
11.1,78,79,41,3.3,1
7.0,86,66,56,7.4,1
4.0,33,25,49,4.3,0
8.7,31,99,21,5.1,1
1.5,60,43,73,9.4,1
9.2,30,93,77,9.0,1
11.1,77,31,32,5.3,1
5.7,36,94,72,4.0,1
5.7,53,22,92,5.9,1
6.6,100,40,64,3.6,1
4.3,42,50,22,7.4,0
10.5,44,66,94,6.2,1
8.8,78,24,80,3.9,1
7.1,79,39,56,6.8,1
8.3,48,97,48,5.9,1
3.0,37,48,57,5.9,0
6.7,83,76,40,6.9,1
5.9,95,89,31,8.1,1
10.6,89,98,42,5.3,1
1.9,94,25,48,6.5,0
9.7,35,45,62,8.5,1
10.8,32,70,91,3.1,1
7.4,44,57,27,6.7,1
1.7,98,69,56,8.6,1
9.3,68,88,83,6.5,1
4.6,83,84,34,9.8,1
2.6,71,35,94,4.3,1
2.4,86,59,42,3.8,1
4.1,78,21,74,5.1,1
2.8,86,90,79,7.7,1
2.6,93,67,87,3.8,1
10.2,41,70,88,3.6,1
4.5,45,27,89,9.2,1
3.8,50,22,21,7.4,0
6.7,74,44,53,4.9,1
11.2,61,35,52,9.7,1
2.1,90,99,28,6.1,1
3.1,32,50,74,6.5,1
9.3,66,69,100,7.2,1
6.6,38,20,90,6.8,1
5.3,60,95,77,8.6,1
10.8,83,61,22,8.4,1
7.8,99,90,90,8.2,1
11.1,50,57,36,4.7,1
1.8,57,84,42,3.5,1
6.5,78,33,35,9.1,1
3.4,88,47,91,6.3,1
10.8,61,90,94,4.0,1
3.9,65,27,72,5.4,1
7.0,31,46,29,3.7,1
7.4,46,24,72,7.1,1
11.4,76,39,90,7.2,1
2.7,35,25,30,9.7,1
6.3,79,65,94,6.7,1
9.9,70,59,24,7.7,1
6.6,39,64,28,8.9,1
7.1,36,52,47,5.2,1
1.3,81,51,69,6.3,1
2.0,45,64,21,9.1,1
4.5,91,95,41,6.0,1
3.4,97,95,45,8.9,1
9.0,36,56,28,6.0,1
5.4,73,32,44,4.5,1
7.1,35,96,56,7.4,1
5.9,100,39,39,4.9,1
4.0,51,86,97,4.3,1
1.3,99,92,76,3.7,1
3.1,92,63,56,3.7,1
2.3,73,33,83,3.8,1
1.7,68,69,58,7.4,0
5.6,80,74,43,3.4,1
1.4,68,68,65,4.6,1
6.5,51,48,27,5.6,1
5.5,78,86,56,7.8,1
9.6,98,68,42,8.5,1
6.0,96,89,40,3.1,1
10.8,54,21,85,8.0,1
9.4,62,27,38,3.8,1
8.3,92,42,44,6.1,1
9.0,66,46,99,9.9,1
6.4,62,53,57,6.7,1
8.0,66,72,41,6.5,1
1.3,37,90,97,7.7,1
7.3,46,51,62,5.4,1
11.0,84,78,48,7.5,1
5.1,83,55,71,9.9,1
1.1,84,57,27,8.9,0
4.3,95,96,24,7.5,1
11.4,65,44,71,6.6,1
9.4,30,35,51,4.6,1
3.0,51,73,51,6.0,1
4.0,48,89,71,3.7,1
8.7,97,33,92,5.2,1
1.2,100,28,89,5.0,1
5.3,77,41,31,5.5,1
2.6,36,97,36,4.5,0
1.6,50,68,64,6.5,0
6.2,41,27,49,6.4,0
9.9,45,72,40,7.0,1
3.7,49,90,36,7.6,1
10.5,96,88,62,4.2,1
4.3,84,52,80,6.6,1
10.3,42,36,100,4.3,1
6.6,79,33,58,9.7,1
7.4,40,99,46,9.7,1
12.0,35,66,46,10.0,1
7.8,89,28,80,7.3,1
6.5,63,69,91,5.0,1
6.1,71,100,64,3.5,1
2.2,98,66,92,7.1,1
4.9,55,32,55,7.4,1
7.9,76,32,23,4.5,0
4.4,65,93,54,3.4,1
10.6,70,37,77,9.5,1
1.6,49,31,46,5.1,0
11.3,34,53,59,6.6,1
6.1,44,48,39,6.0,1
11.7,81,87,89,5.1,1
5.2,85,54,26,4.4,0
7.1,97,98,75,8.6,1
9.2,68,55,22,6.0,1
1.4,81,42,66,5.9,1
7.4,47,75,40,3.2,1
8.9,57,28,55,3.6,1
5.2,48,43,41,5.0,1
10.8,56,100,54,3.6,1
7.3,63,62,40,8.8,1
11.2,51,80,68,5.2,1
7.5,76,22,61,4.8,1
6.2,32,47,80,5.7,1
9.3,44,58,85,9.8,1
9.6,64,88,54,5.5,1
2.7,77,93,56,3.7,1
8.4,75,38,67,7.2,1
1.1,58,93,73,3.7,1
11.0,94,93,25,6.0,1
10.2,68,35,42,6.5,1
8.5,71,64,47,6.4,1
7.8,67,26,69,7.4,1
8.5,85,68,81,5.3,1
6.7,93,31,41,6.4,1
11.6,79,33,59,5.4,1
6.6,46,44,70,7.5,1
8.8,45,60,45,3.5,1
10.5,67,29,86,9.6,1
7.3,88,22,66,6.2,1
7.1,65,29,30,9.1,1
3.3,41,47,36,8.4,1
8.9,79,54,70,9.8,1
11.1,87,93,60,7.2,1
10.0,48,50,77,6.4,1
4.0,44,35,40,4.8,1
10.6,70,44,24,5.0,1
7.5,61,35,50,9.0,1
6.2,85,77,95,9.2,1
7.2,69,77,60,8.9,1
5.6,79,74,31,5.5,1
6.6,43,89,58,8.0,1
9.4,65,47,45,7.7,1
7.3,57,75,41,9.2,1
10.3,50,86,31,8.2,1
11.2,94,84,90,4.9,1
5.0,89,87,85,5.8,1
8.5,84,86,61,7.0,1
9.0,66,79,92,6.0,1
3.9,36,86,50,7.7,1
1.4,44,60,85,7.9,1
4.9,60,21,39,9.7,1
5.8,86,82,81,9.3,1
2.5,32,38,22,9.8,1
5.9,36,76,23,5.6,1
10.9,31,41,70,6.3,1
2.2,100,82,72,5.8,1
4.3,51,72,40,3.9,0
8.2,52,27,80,4.2,1
10.4,49,83,25,4.6,1
9.2,77,32,28,7.3,1
6.7,30,84,88,9.7,1
8.8,82,32,51,4.3,1
9.2,98,67,78,8.8,1
8.0,79,71,25,6.1,1
6.8,38,86,54,6.0,1
11.1,71,99,52,9.6,1
11.8,77,67,24,6.9,1
9.1,89,72,28,6.2,1
4.4,64,86,88,7.0,1
2.3,63,53,42,8.6,1
10.5,42,80,47,4.2,1
8.7,53,81,40,8.9,1
6.9,78,99,50,8.6,1
5.6,69,66,95,5.4,1
9.2,72,26,79,5.9,1
9.1,89,81,83,6.6,1
4.1,36,87,30,8.9,1
2.5,56,78,49,5.0,1
1.3,99,22,87,5.4,1
7.8,35,64,78,3.7,1
4.0,37,86,66,9.1,1
3.3,87,65,27,7.7,1
6.7,48,78,88,5.4,1
7.3,40,58,43,3.4,1
10.1,61,92,30,9.4,1
5.2,31,82,81,9.8,1
2.4,30,98,48,3.6,0
10.6,36,53,91,8.5,1
2.3,88,61,52,8.1,1
7.0,38,53,42,9.4,1
11.4,89,82,35,5.0,1
4.3,75,80,90,3.5,1
3.2,65,49,90,8.0,1
5.8,91,33,81,3.6,1
1.4,32,49,47,9.3,1
2.2,86,77,59,7.4,1
2.3,98,32,58,5.4,1
6.9,38,68,83,5.5,1
10.1,43,60,97,7.0,1
2.0,34,68,62,8.5,0
5.3,31,49,67,9.4,1
5.8,56,66,68,7.3,1
3.8,38,99,78,4.1,1
3.9,71,48,83,4.7,1
6.3,31,92,67,7.5,1
4.3,40,29,39,9.2,1
7.8,39,68,61,3.2,1
3.5,79,71,32,3.9,1
2.1,86,68,64,7.2,1
9.7,98,34,59,8.9,1
6.6,68,85,65,8.4,1
5.2,97,69,47,3.1,1
8.8,70,67,56,3.9,1
9.0,66,20,55,9.5,1
6.5,66,50,35,9.8,1
4.3,71,93,58,5.3,1
1.9,66,78,88,4.8,1
1.5,98,98,67,3.2,1
7.4,77,86,83,7.0,1
4.6,31,41,45,9.5,1
7.3,99,46,88,9.0,1
8.2,100,55,56,6.0,1
6.4,51,83,62,3.7,1
10.1,88,81,50,3.4,1
5.6,32,29,83,4.0,1
6.8,71,48,85,8.3,1
2.2,84,57,37,5.0,0
10.1,62,71,32,9.5,1
9.8,74,50,68,9.4,1
8.5,91,32,59,9.8,1
9.1,44,24,61,9.9,1
2.5,57,84,89,7.2,1
8.7,37,97,44,4.9,1
3.8,32,56,82,3.8,1
8.3,34,80,65,3.3,1
2.4,38,76,68,6.4,1
7.7,93,85,61,3.7,1
11.6,82,73,92,7.9,1
11.9,54,47,33,8.6,1
10.3,87,36,33,3.7,1
3.2,32,75,20,9.0,0
7.8,54,68,49,5.0,1
11.5,74,100,30,7.0,1
2.2,71,73,50,5.9,1
12.0,95,39,91,8.2,1
7.0,78,69,66,4.4,1
7.4,56,49,62,8.0,1
5.7,75,24,99,5.6,1
5.3,67,95,90,3.1,1
8.1,76,43,100,8.1,1
4.8,85,40,96,6.5,1
9.1,67,50,62,4.9,1
2.4,97,44,95,9.5,1
10.2,37,51,100,9.1,1
3.4,77,59,77,6.3,1
1.3,81,85,68,6.9,1
11.9,52,71,31,6.6,1
1.3,47,69,48,5.2,1
1.4,47,75,30,5.8,0
11.9,81,94,30,9.8,1
1.6,74,66,58,4.5,1
6.6,63,61,35,6.0,1
3.3,42,26,67,5.9,1
4.1,94,84,81,4.0,1
2.9,42,77,24,9.5,1
4.3,67,77,44,8.5,1
11.0,95,99,96,3.7,1
7.3,55,59,52,4.8,1
4.0,52,51,63,3.5,1
4.5,47,33,86,9.2,1
2.7,98,53,80,8.1,1
8.4,98,90,82,8.0,1
6.2,69,27,74,4.4,1
8.1,51,89,93,8.5,1
5.7,40,69,61,8.0,1
4.0,73,96,84,9.0,1
3.1,76,54,61,8.9,1
5.0,74,94,88,7.4,1
6.1,92,90,47,3.2,1
2.5,79,61,87,4.8,1
11.0,83,45,92,3.1,1
10.0,66,39,35,6.9,1
8.5,41,88,81,8.9,1
6.6,85,90,34,8.7,1
2.2,85,33,29,5.6,0
2.1,85,40,53,5.5,0
2.5,82,93,34,9.5,1
3.4,71,98,73,7.8,1
11.2,41,54,60,6.4,1
2.3,99,46,58,5.8,1
5.6,87,63,28,9.4,1
7.5,56,80,44,9.0,1
3.8,36,76,91,9.4,1
11.5,61,35,21,7.7,1
9.5,46,64,56,6.2,1
3.6,62,85,25,3.6,1
6.3,42,82,60,4.0,1
6.9,59,85,53,6.1,1
8.7,31,78,66,7.6,1
4.3,74,54,76,8.1,1
5.1,69,51,31,7.1,1
11.4,88,86,37,7.6,1
8.8,57,20,90,4.4,1
3.0,39,61,75,8.6,1
11.8,93,100,75,9.5,1
1.3,39,81,40,10.0,0
8.4,98,80,24,5.8,1
4.9,95,65,89,7.6,1
1.7,60,57,77,4.9,1
1.4,89,73,78,6.0,1
10.2,39,92,66,7.2,1
3.4,57,40,32,6.7,0
3.8,37,78,49,3.8,1
10.9,71,96,22,6.5,1
6.5,68,70,27,7.3,1
11.2,30,25,37,9.4,1
4.0,44,25,90,4.5,1
5.8,82,33,51,4.6,0
3.5,32,46,88,3.4,1
1.1,50,51,68,4.1,1
9.1,84,78,82,9.6,1
9.6,36,68,41,7.2,1
7.8,58,35,92,8.5,1
4.1,38,72,34,9.3,1
6.1,35,28,48,6.7,0
4.0,52,88,85,7.9,1
9.4,56,91,49,5.6,1
5.9,42,58,34,9.0,1
10.6,33,37,37,3.6,1
5.0,61,32,83,3.1,1
8.3,72,34,24,3.6,1
11.3,41,86,90,8.1,1
6.2,65,79,25,3.7,1
2.8,90,47,83,3.1,1
11.6,46,22,52,7.0,1
1.8,87,55,59,9.8,1
11.6,37,33,25,7.6,1
2.9,59,84,46,5.0,0
7.2,37,91,32,6.9,1
10.8,67,43,84,6.1,1
6.6,99,57,35,5.7,1
10.6,53,50,86,4.9,1
5.9,82,29,82,7.3,1
9.6,56,90,31,3.6,1
4.2,79,63,74,5.5,1
11.3,94,85,44,7.2,1
5.7,72,83,96,3.3,1
3.2,30,83,74,6.4,1
3.4,60,97,63,6.0,1
2.5,48,51,38,8.4,0
4.7,48,63,74,8.1,1
8.7,35,20,23,3.1,0
8.9,52,60,45,3.4,1
11.6,43,88,48,7.0,1
7.1,30,21,66,4.1,1
11.2,80,62,95,8.0,1
10.8,59,40,99,6.8,1
3.5,30,68,64,3.6,1
1.5,64,36,38,7.2,1
11.4,54,21,95,6.1,1
1.5,80,45,75,8.0,1
2.2,65,22,24,6.2,1
3.5,40,41,75,3.9,1
7.7,33,95,48,4.4,1
3.1,79,25,21,4.7,0
5.1,81,85,44,9.1,1
6.6,38,27,28,4.0,1
7.9,76,85,41,7.9,1
11.2,40,79,72,7.8,1
11.0,51,96,99,8.5,1
6.4,62,37,97,7.0,1
6.4,100,82,44,4.6,1
9.2,77,67,52,5.9,1
3.4,53,23,85,7.4,1
2.3,89,64,98,3.5,1
9.1,35,91,39,3.6,1
2.8,78,76,44,8.7,1
9.8,94,26,58,9.9,1
9.1,73,21,79,9.2,1
5.0,98,70,73,3.3,1
4.6,45,58,23,3.4,0
6.6,80,42,42,6.0,1
1.1,58,69,24,6.2,1
2.6,35,90,34,8.9,1
10.1,57,48,44,6.4,1
9.8,69,74,74,3.9,1
6.0,97,69,58,6.0,1
9.1,96,89,64,7.1,1
6.0,66,61,67,7.7,1
8.9,98,83,68,6.9,1
7.6,79,63,70,5.3,1
9.9,93,26,62,6.3,1
10.5,42,94,78,6.4,1
7.6,92,73,91,5.5,1
6.1,46,94,36,5.7,1
5.4,41,68,22,9.8,1
12.0,55,78,76,8.9,1
8.2,78,34,31,5.3,1
11.5,72,53,93,8.1,1
10.0,64,20,79,7.7,1
9.8,91,49,87,6.2,1
2.0,49,35,54,9.9,1
5.1,99,57,56,5.6,1
9.6,73,71,25,8.8,1
9.3,64,91,43,7.1,1
1.7,59,42,22,7.2,0
9.7,90,44,69,9.3,1
4.3,46,28,72,8.5,1
10.6,75,87,90,8.4,1
9.5,95,100,22,3.7,1
11.9,75,49,30,9.9,1
6.1,83,48,51,6.9,1
3.5,65,52,36,7.3,1
12.0,95,47,40,4.0,1
10.6,92,44,47,8.7,1
9.5,46,100,26,4.0,1
2.8,47,50,78,3.6,1
3.1,95,52,94,4.1,1
10.7,34,34,89,6.7,1
9.4,81,63,36,8.3,1
4.3,71,25,56,6.7,1
2.0,75,69,21,3.8,0
7.1,96,50,47,7.6,1
10.8,81,31,66,4.8,1
4.7,49,51,20,8.2,1
8.4,75,35,50,3.4,1
11.0,50,99,42,5.4,1
3.7,41,26,74,5.2,1
9.1,41,72,46,7.3,1
2.1,80,93,26,7.2,0
2.8,99,40,58,6.7,1
9.3,95,37,42,6.6,1
2.3,78,75,67,4.3,1
4.5,62,76,88,5.1,1
4.5,34,25,77,9.8,1
5.7,77,38,75,7.5,1
4.2,55,66,83,8.0,1
8.0,62,91,78,3.1,1
11.3,68,56,60,6.1,1
9.2,85,97,44,6.2,1
6.2,61,36,27,6.0,0
2.2,40,96,35,9.9,1
4.8,87,62,78,6.3,1
11.2,69,89,91,4.0,1
5.7,50,56,72,4.2,1
2.2,89,39,22,6.4,0
9.9,50,93,73,5.4,1
10.1,70,38,29,8.1,1
7.7,30,70,95,4.9,1
5.8,45,99,44,9.5,1
2.5,66,24,62,5.9,1
2.8,64,47,56,7.9,1
9.4,95,98,85,6.7,1
7.6,97,64,31,8.0,1
1.7,80,82,46,7.6,1
1.3,31,51,33,8.7,0
1.3,38,99,75,3.8,1
9.9,67,30,38,3.6,1
6.5,44,46,52,8.9,1
7.9,30,62,47,8.3,1
1.1,45,74,81,8.2,1
4.2,69,55,57,4.0,1
4.5,42,45,88,8.4,1
11.6,46,32,25,5.1,1
8.9,88,20,97,5.8,1
5.7,98,63,83,9.1,1
7.0,47,51,29,8.9,1
9.9,70,23,48,7.2,1
9.6,71,29,26,9.4,1
2.9,77,24,38,8.3,0
4.9,79,87,73,9.9,1
9.8,32,38,62,6.0,1
2.6,57,96,36,5.4,1
5.4,36,63,43,4.9,1
10.3,89,62,54,6.6,1
10.4,86,63,100,5.9,1
8.0,51,68,67,3.8,1
2.4,68,81,49,7.5,1
6.8,88,94,51,3.7,1
6.1,85,28,67,6.7,1
10.5,45,54,42,3.7,1
4.3,72,88,28,3.4,1
8.5,38,56,85,5.8,1
4.7,93,56,26,7.1,1
11.5,96,35,25,6.2,1
11.6,52,76,24,7.2,1
1.3,63,45,64,9.4,1
4.0,71,35,72,8.9,1
11.5,47,91,63,7.0,1
2.3,79,58,58,4.9,1
6.6,85,40,77,8.1,1
11.9,68,90,77,8.0,1
8.4,91,77,53,3.2,1
9.5,77,55,71,9.9,1
4.5,69,65,72,8.1,1
10.2,69,59,30,7.0,1
6.6,30,24,94,6.2,1
6.2,78,21,52,3.8,1
7.0,69,46,31,7.3,1
9.5,76,100,55,7.3,1
5.9,79,51,75,6.7,1
11.4,67,46,96,8.6,1
6.7,33,40,64,5.0,1
5.7,32,50,87,8.2,1
4.2,73,52,47,6.6,1
6.0,55,79,21,6.7,1
5.3,60,20,79,7.2,1
3.4,85,86,87,5.3,1
6.1,60,34,94,7.8,1
4.9,66,37,75,3.6,1
4.9,95,76,76,4.1,1
9.3,77,95,58,4.8,1
1.6,80,90,60,8.3,1
5.6,87,90,38,8.8,1
11.6,78,81,22,6.8,1
1.6,67,76,26,5.6,1
8.3,40,85,38,6.8,1
8.4,77,46,97,6.2,1
1.6,77,96,24,9.1,0
7.6,56,86,53,3.2,1
9.6,70,82,48,5.3,1
6.1,79,65,70,3.6,1
7.4,41,76,75,9.3,1
8.8,86,29,96,9.5,1
3.2,100,63,56,6.5,1
8.2,90,58,95,7.2,1
3.6,50,40,63,9.0,1
5.5,78,29,78,5.9,1
4.0,42,48,99,5.2,1
10.8,66,26,58,5.6,1
4.1,75,71,36,7.8,1
3.5,78,27,60,3.1,1
1.2,96,58,63,7.8,1
2.1,63,40,61,6.1,1
10.3,54,21,36,6.6,1
2.5,94,90,70,9.5,1
